Version:,1,,Date:,9/17/2015,,,,
273,Freundzusein,Freundzusein,Freundzusein,,,,,
274,wereinholdes,wereinholdes,wereinholdes,wereinholdes,,,,
275,Weiberrungen,Weiberrungen,Weiberrungen,Weiberrungen,,,,
276,mischeseinen,mischeseinen,mischeseinen,mischeseinen,,,,
277,Jubelein!Ja,Jubelein!Ja,Jubelein!Ja,Jubelein!Ja,,,,
278,werauchnur,werauchnur,werauchnur,werauchnur,,,,
279,eineSeele,eineSeele,eineSeele,eineSeele,,,,
280,seinnenntaufdem,seinnenntaufdem,seinnenntaufdem,seinnenntaufdem,,,,
281,ErdenrundUn,ErdenrundUn,ErdenrundUn,ErdenrundUn,,,,
282,dwersniege,dwersniege,dwersniege,dwersniege,,,,
283,konntderstehle,konntderstehle,konntderstehle,konntderstehle,,,,
284,weinendsichaus,weinendsichaus,weinendsichaus,weinendsichaus,,,,
285,siesemBund.,siesemBund.,siesemBund.,siesemBund.,------Ja,,,
286,,,,,awerauchmur,Jawerauchmur,Jawerauchmur,Jawerauchmur
287,,,,,eineSeele,eineSeele,eineSeele,eineSeele
288,,,,,seinnentaufdem,seinnentaufdem,seinnentaufdem,seinnentaufdem
289,,,,,ErdenrundUnd,ErdenrundUnd,ErdenrundUnd,ErdenrundUnd
290,,,,,ndwersniege,ndwersniege,ndwersniege,ndwersniege
291,,,,,konntderstehle,konntderstehle,konntderstehle,konntderstehle
292,,,,,weinendsichaus,weinendsichaus,weinendsichaus,weinendsichaus
293,,,,,diesemBund.,diesemBund.,diesemBund.,diesemBund.
294,,,,,,,,
295,,,,,,,,
296,,,,,,,,
297,----Fr,----Fr,,,,,,
298,eudetrinken,eudetrinken,,,,,,
299,alleWesen,alleWesen,,,,,,
300,andenBrusten,andenBrusten,,,,,,
301,derNatur,derNatur,----Al,,,,,
302,alleGuten,alleGuten,lleGuten,,,,,
303,alleBosen,alleBosen,alleBosen,,,,,
304,folgenihrer,folgenihrer,folgenihrer,,,,,
305,RosenspurK,RosenspurK,RosenspurKus,-----Kus,,,,
306,ussegabsie,ussegabsie,segabsie,segabsie,,,,
307,unsundReben,unsundReben,unsundReben,unsundReben,,,,
308,einenFreudge,einenFreudge,einenFreundge,einenFreundge,,,,
309,pruftimTodW,pruftimTodW,pruftimTodWol,pruftimTodWol,,,,
310,ollustwarddem,ollustwarddem,lustwarddem,lustwarddem,,,,
311,Wurmgegeben,Wurmgegeben,Wurmgegeben,Wurmgegeben,,,,
312,undderCherub,undderCherub,undderCherub,undderCherub,,,,
313,stehtvorGott.,stehtvorGott.,stehtvorGott.,stehtvorGott.,,,,
314,,,,,Kussegabsie,Kussegabsie,Kussegabsie,Kussegabsie
315,,,,,unsundReben,unsundReben,unsundReben,unsundReben
316,,,,,einenFreundge,einenFreundge,einenFreundge,einenFreundge
317,,,,,pruftimTodWo,pruftimTodWo,pruftimTodWo,pruftimTodWo
318,,,,,ollustwarddem,ollustwarddem,ollustwarddem,ollustwarddem
319,,,,,Wurmgegeben,Wurmgegeben,Wurmgegeben,Wurmgegeben
320,,,,,undderCherub,undderCherub,undderCherub,undderCherub
321,,,,,stehtvorGott,stehtvorGott,stehtvorGott,stehtvorGott
322,,,,,undder,undder,undder,undder
323,,,,,Cherub,Cherub,Cherub,Cherub
324,,,,,stehtvor,stehtvor,stehtvor,stehtvor
325,,,,,Gott,Gott,Gott,Gott
326,,,,,stehtvor,stehtvor,stehtvor,stehtvor
327,,,,,Gott,Gott,Gott,Gott
328,,,,,----vor,----vor,----vor,----vor
329,,,,,Gott,Gott,Gott,Gott
330,,,,,---vor,---vor,---vor,---vor
331,,,,,Gott.,Gott.,Gott.,Gott.
332,,,,,,,,
333,,,,,,,,
334,,,,,,,,
335,,,,,,,,
336,,,,,,,,
337,,,,,,,,
338,,,,,,,,
339,,,,,,,,
340,,,,,,,,
341,,,,,,,,
342,,,,,,,,
343,,,,,,,,
344,,,,,,,,
345,,,,,,,,
346,,,,,,,,
347,,,,,,,,
348,,,,,,,,
349,,,,,,,,
350,,,,,,,,
351,,,,,,,,
352,,,,,,,,
353,,,,,,,,
354,,,,,,,,
355,,,,,,,,
356,,,,,,,,
357,,,,,,,,
358,,,,,,,,
359,,,,,,,,
360,,,,,,,,
361,,,,,,,,
362,,,,,,,,
363,,,,,,,,
364,,,,,,,,
365,,,,,,,,
366,,,,,,,,
367,,,,,,,,
368,,,,,,,,
369,,,,,,,,
370,,,,,,,,
371,,,,,,,,
372,,,,,,,,
373,,,,,,,,
374,,,,,,,,
375,,,,,,,,
376,Froh,,,,,,,
377,,,,,,,,
378,froh,,,,,,,
379,wieseine,,,,,,,
380,Sonnen,,,,,,,
381,Seine,,,,,,,
382,Sonnen,,,,,,,
383,Fliegen,,,,,,,
384,Frohwie,,,,,,,
385,seine,,,,,,,
386,Sonnen,,,,,,,
387,fliegen,,,,,,,
388,durchdes,,,,,,,
389,Himmels,,,,,,,
390,prachtgen,,,,,,,
391,Plan-----,,,,,,,
392,lau-fet-,,,,,,,
393,Bruder,,,,,,,
394,eure,,,,,,,
395,Bahn,,,,,,,
396,laufet,,,,,,,
397,Bruder,,,,,,,
398,eure,,,,,,,
399,Bahn,,,,,,,
400,freudig-,,,,,,,
401,wieein,,,,,,,
402,Heldzum,,,,,,,
403,Siegen,,,,,,,
404,wieein,,,,,,,
405,Hel,,,,,,,
406,dzum,,,,,,,
407,Siegen-,,,,,,,
408,lau-fet-,,,,,,,
409,Bruder,,,,,,,
410,eu-re-,,,,,,,
411,B,,,,,,,
412,a,,,,Laufet,Laufet,,
413,h,,,,Bruder,Bruder,,
414,n.,,,,eure,eure,,
415,,,,,Bahn,Bahn,,
416,,,,,freudig,freudig,,
417,,,,,wieein,wieein,,
418,,,,,Heldzum,Heldzum,,
419,,,,,Siegen,Siegen,,
420,wieein,,,,wieein,wieein,,
421,Hel,,,,Heldzum,Heldzum,,
422,dzum,,,,dzum,dzum,,
423,Sie,,,,Siegen.,Siegen.,,
424,gen.,,,,,,,
425,,,,,freudig,,,
426,,,,,,freudig,,
427,freudig,,,,freudig,freudig,,
428,freudig,,,,wieein,wieein,,
429,wieein,,,,Hel,Hel,,
430,Heldzum,,,,dzum,dzum,,
431,Siegen.,,,,si,si,,
432,,,,,egen.,egen.,,
433,,,,,,,,
434,,,,,,,,
435,,,,,,,,
436,,,,,,,,
437,,,,,,,,
438,,,,,,,,
439,,,,,,,,
440,,,,,,,,
441,,,,,,,,
442,,,,,,,,
443,,,,,,,,
444,,,,,,,,
445,,,,,,,,
446,,,,,,,,
447,,,,,,,,
448,,,,,,,,
449,,,,,,,,
450,,,,,,,,
451,,,,,,,,
452,,,,,,,,
453,,,,,,,,
454,,,,,,,,
455,,,,,,,,
456,,,,,,,,
457,,,,,,,,
458,,,,,,,,
459,,,,,,,,
460,,,,,,,,
461,,,,,,,,
462,,,,,,,,
463,,,,,,,,
464,,,,,,,,
465,,,,,,,,
466,,,,,,,,
467,,,,,,,,
468,,,,,,,,
469,,,,,,,,
470,,,,,,,,
471,,,,,,,,
472,,,,,,,,
473,,,,,,,,
474,,,,,,,,
475,,,,,,,,
476,,,,,,,,
477,,,,,,,,
478,,,,,,,,
479,,,,,,,,
480,,,,,,,,
481,,,,,,,,
482,,,,,,,,
483,,,,,,,,
484,,,,,,,,
485,,,,,,,,
486,,,,,,,,
487,,,,,,,,
488,,,,,,,,
489,,,,,,,,
490,,,,,,,,
491,,,,,,,,
492,,,,,,,,
493,,,,,,,,
494,,,,,,,,
495,,,,,,,,
496,,,,,,,,
497,,,,,,,,
498,,,,,,,,
499,,,,,,,,
500,,,,,,,,
501,,,,,,,,
502,,,,,,,,
503,,,,,,,,
504,,,,,,,,
505,,,,,,,,
506,,,,,,,,
507,,,,,,,,
508,,,,,,,,
509,,,,,,,,
510,,,,,,,,
511,,,,,,,,
512,,,,,,,,
513,,,,,,,,
514,,,,,,,,
515,,,,,,,,
516,,,,,,,,
517,,,,,,,,
518,,,,,,,,
519,,,,,,,,
520,,,,,,,,
521,,,,,,,,
522,,,,,,,,
523,,,,,,,,
524,,,,,,,,
525,,,,,,,,
526,,,,,,,,
527,,,,,,,,
528,,,,,,,,
529,,,,,,,,
530,,,,,,,,
531,,,,,,,,
532,,,,,,,,
533,,,,,,,,
534,,,,,,,,
535,,,,,,,,
536,,,,,,,,
537,,,,,,,,
538,,,,,,,,
539,,,,,,,,
540,,,,,,,,
541,,,,,,,,
542,,,,,,,,
543,,,,,,,,
544,,,,,Freude,Freude,Freude,Freude
545,,,,,schoner,schoner,schoner,schoner
546,,,,,Gotter,Gotter,Gotter,Gotter
547,,,,,funken,funken,funken,funken
548,,,,,Tochter,Tochter,Tochter,Tochter
549,,,,,ausE,ausE,ausE,ausE
550,,,,,elisi,elisi,elisi,elisi
551,,,,,um----,um----,um----,um----
552,,,,,wirbe,wirbe,wirbe,wirbe
553,,,,,treten,treten,treten,treten
554,,,,,feuer,feuer,feuer,feuer
555,,,,,rtrunken,rtrunken,rtrunken,rtrunken
556,,,,,Himmli,Himmli,Himmli,Himmli
557,,,,,ischedein,ischedein,ischedein,ischedein
558,,,,,Heilig,Heilig,Heilig,Heilig
559,,,,,thum----,thum----,thum----,thum----
560,,,,,Deine,Deine,Deine,Deine
561,,,,,Zauber,Zauber,Zauber,Zauber
562,,,,,binden,binden,binden,binden
563,,,,,wieder,wieder,wieder,wieder
564,,,,,wasdie,wasdie,wasdie,wasdie
565,,,,,eMode,eMode,eMode,eMode
566,,,,,strengge,strengge,strengge,strengge
567,,,,,etheiltal,etheiltal,etheiltal,etheiltal
568,,,,,le,le,le,le
569,,,,,Menschen,Menschen,Menschen,Menschen
570,,,,,werden,werden,werden,werden
571,,,,,Bruder,Bruder,Bruder,Bruder
572,,,,,wodein,wodein,wodein,wodein
573,,,,,sanfter,sanfter,sanfter,sanfter
574,,,,,Flugel,Flugel,Flugel,Flugel
575,,,,,weilt----,weilt----,weilt----,weilt----
576,,,,,deine,deine,deine,deine
577,,,,,Zauber,Zauber,Zauber,Zauber
578,,,,,binden,binden,binden,binden
579,,,,,wieder,wieder,wieder,wieder
580,,,,,wasdie,wasdie,wasdie,wasdie
581,,,,,Mode,Mode,Mode,Mode
582,,,,,strengge,strengge,strengge,strengge
583,,,,,theiltal,theiltal,theiltal,theiltal
584,,,,,le,le,le,le
585,,,,,Menschen,Menschen,Menschen,Menschen
586,,,,,werden,werden,werden,werden
587,,,,,Bruder,Bruder,Bruder,Bruder
588,,,,,woden,woden,woden,woden
589,,,,,Sanfter,Sanfter,Sanfter,Sanfter
590,,,,,Flugel,Flugel,Flugel,Flugel
591,,,,,weilt----.,weilt----.,weilt----.,weilt----.
592,,,,,,,,
593,,,,,,,,
594,,,,,,,,
595,,,,,,,,
596,,,,,Seidum,Seidum,,
597,,,,,schlemgenMil,schlemgenMil,,
598,,,,,li,li,,
599,,,,,ionen!--,ionen!--,,
600,,,,,Diesen,Diesen,,
601,,,,,Kussder,Kussder,,
602,,,,,ganzen,ganzen,,
603,,,,,Welt,Welt,,
604,,,,,--Seidum,--Seidum,Seidum,Seidum
605,,,,,schlungen--,schlungen--,schlemgenMil,schlemgenMil
606,,,,,Milli,Milli,li,li
607,,,,,ionen!--,ionen!--,ionen!Di,ionen!--
608,,,,,Diesen,--Diesen,esen,Diesen
609,,,,,Kussder,Kussder,Kussder,Kuss--der
610,,,,,ganzen,ganzen,ganzen,ganzen
611,,,,,Welt!,Welt!,Welt!.,Welt!.
612,,,,,Bruder,Bruder,,
613,,,,,--uberm,--uberm,,
614,,,,,Sternen,Sternen,,
615,,,,,zelt--,zelt--,,
616,,,,,mussein,mussein,,
617,,,,,lieber,lieber,,
618,,,,,Vater,Vater,,
619,,,,,wohnen,wohene,,
620,,,,,Bruder,Bruder,Bruder,Bruder
621,,,,,uber'm,uber'm,uber'm,uber'm
622,,,,,Sternen,Sternen,Sternen,Sternen
623,,,,,zeltmuss,zeltmuss,zeltmuss,zelt
624,,,,,ssein,ssssein,ssssein,mussein
625,,,,,lieber,lieber,lieber,lieber
626,,,,,vater,vater,vater,vater
627,,,,,wohnen.,wohnen.,wohnen.,wohnen.
628,,,,,,,,
629,,,,,,,,
630,,,,,,,,
631,,,,,,,,
632,,,,,Ihrstuzt,Ihrstuzt,Ihrstuzt,Ihrstuzt
633,,,,,nieder,nieder,nieder,nieder
634,,,,,Milli,Milli,Milli,Milli
635,,,,,onen--,onen--,onen--,onen--
636,,,,,Ahnest,Ahnest,Ahnest,Ahnest
637,,,,,duden,duden,duden,duden
638,,,,,Schopfer,Schopfer,Schopfer,Schopfer
639,,,,,Welt---,Welt---,Welt---,Welt---
640,,,,,Suchihn,Suchihn,Suchihn,Suchihn
641,,,,,uberm,uberm,uberm,uberm
642,,,,,Sternen,Sternen,Sternen,Sternen
643,,,,,Zelt,Zelt,Zelt,Zelt
644,,,,,---Uber,---Uber,---Uber,---Uber
645,,,,,Sternen,Sternen,Sternen,Sternen
646,,,,,musser,musser,musser,musser
647,,,,,wohnen.,wohnen.,wohnen.,wohnen.
648,,,,,,,,
649,,,,,,,,
650,,,,,,,,
651,,,,,,,---uber,---uber
652,,,,,---uber,---uber,Sternen,Sternen
653,,,,,Sternen,Sternen,musser,musser
654,,,,,musser,musser,wohn,wohn
655,,,,,wohnen.,wohnen.,nen,nen
656,,,,,,,Sieddum,"Freude,schoner"
657,,,,,,,schlumgen,Gotterfunken
658,,,,,,,Milli,TochterausE
659,,,,,,,onen!,Lisium
660,,,,,,,Diesen,wirbetreten
661,,,,,,,Kussder,feuertrumken
662,,,,,,,ganzen,Himmlischedein
663,,,,,,---Seid,Welt!Seid,Heiligthum
664,,,,,,dum,dum,
665,,,,,Gotterfunken,schlengen,schlengen,Freude!--
666,,,,,TochterausE,Milli,Milli,
667,,,,,lisium,oene,oene,Freude!--
668,,,,,wirbetreten,Diesen,Diesen,--Wirbe
669,,,,,feuertrunken,Kussder,Kussder,tretendein
670,,,,,Himmlischedein,ganzen,ganzen,Hei
671,,,,,Heiligthum!Seid,Welt!---,Welt!---,i
672,,,,,dum,Freudeschoner,,i
673,,,,,schlumgen,Gotterfunken,Freude!--,i
674,,,,,Milli,TochterausE,,i
675,,,,,onen,lisium,Freude!---,i
676,,,,,Diesen,wirbetreten,--wirbe,ilig
677,,,,,Kussder,feuertrunken,tretendein,thum.
678,,,,,Gazen,Himmlischedein,Heilig,
679,,,,,We,Heiligthum!--.,thum---,---Seid
680,,,,,e,,Freudeschoner,um
681,,,,,e,Freude----.,Gotterfunken,schhlumgen
682,,,,,lt.,,TochterAusE,Milli
683,,,,,,Freude----,lisium,onen
684,,,,,,----Wirbe,wirbetreten,diesen
685,,,,,,tretendein,feuertrunken,Kussder
686,,,,,diesen,He,Himmlischedein,ganzen
687,,,,,Kussder,e,Heiligthum,Welt---
688,,,,,ganzen,e,---dein,diesen
689,,,,,Welt----,eligthum,He,Kussder
690,,,,,diesen,----dein,e,ganzen
691,,,,,Kussder,He,eiligthum!.,Weltder
692,,,,,ganzen,e,,ganzen
693,,,,,Welt----.,e,---Seid,Welt!----
694,,,,,,e,um,Freudeschoner
695,,,,,Freude!---.,e,schlungen,Gotterfunken
696,,,,,,e,Milli,wirbetreen
697,,,,,Freude!---,e,onen,feuertrunken
698,,,,,---Wirbe,eligthum,Diesen,Himmmlischedein
699,,,,,tretendein,thumdeinHe,Kussder,He
700,,,,,He,e,ganzen,eligthum
701,,,,,eligthum!.,eligthum,Welt!----,---Seid
702,,,,,,Seidum,Freudeschoner,um
703,,,,,----Seid,schlumgen,Goterfunken,schlumgen.
704,,,,,um,seidum,TochterausE,
705,,,,,schlumgen,schlumgen,lisium,----seid
706,,,,,Diesen,u,wibetrten,um
707,,,,,Kussder,u,feuertrunken,schlumgen
708,,,,,ganzen,ugen,Himmmlischedein,Milli
709,,,,,Welt!----,---seid,Heiligthum,onen
710,,,,,Freudeschoner,um,Seidum,milli
711,,,,,Gotterfunken,schungen,schlumgen,onen
712,,,,,TochterausE,Milli,Milli,Deisen
713,,,,,lisium,onen,onen,Kussdei
714,,,,,wirbetreten,Diesen,Diesen,sen
715,,,,,feuertrunken,kussder,kussder,Kusder
716,,,,,Himmlschdein,ganzen,Gainzen,ganzen
717,,,,,Heilig,Welf!----.,ganzen,Weltder
718,,,,,Thum!---.,,Welt!----.,ganzen
719,,,,,,---der,,We
720,,,,,---Seid,ganzen,,e
721,,,,,um,Welt!----,Freudeschoner,e
722,,,,,schlumgen,Seid,Gotterfunken,e
723,,,,,Milli,um,TochterausE,e
724,,,,,onen,schlungen,lisium,e
725,,,,,Diesen,Milli,wirbetreten,e
726,,,,,Kussder,onen,Himmlischedein,e
727,,,,,ganzen,Diesen,He,eltder
728,,,,,ga,Kussder,e,ganzen
729,,,,,azen,ganzen,e,We
730,,,,,Welt!,Welt!.,eligthum.,elt.
731,,,,,Ihrstuzt.,,,
732,,,,,,,,
733,,,,,,,,
734,,,,,,,,
735,,,,,,,,
736,,,,,,,,
737,,,,,,,,
738,,,,,,,,
739,,,,,,,Suchihn,
740,,,,,,,uberm,
741,,,,,,,Sternen,
742,,,,,,,zelt,
743,,,,,Suchihn,Suchihn,Suchihn,Suchihn
744,,,,,uberm,uberm,uberm,uberm
745,,,,,Sternen,Sternen,Sternen,Sternen
746,,,,,zeltBru,zeltBru,zeltBru,zeltBru
747,,,,,der.,der.,der.,der.
748,,,,,,,,
749,,,,,Bruder,Bruder,Bruder,Bruder
750,,,,,---u,---u,---u,---u
751,,,,,berm,berm,berm,berm
752,,,,,Ste,Ste,Ste,Ste
753,,,,,ernen,ernen,ernen,ernen
754,,,,,zletmuss,zletmuss,zletmuss,zletmuss
755,,,,,ein,ein,ein,ein
756,,,,,lieber,lieber,lieber,lieber
757,,,,,Vater,Vater,Vater,Vater
758,,,,,wohnen,wohnen,wohnen,wohnen
759,,,,,ein,ein,ein,ein
760,,,,,lieber,lieber,lieber,lieber
761,,,,,Vater,Vater,Vater,Vater
762,,,,,woh,woh,woh,woh
763,,,,,nen.,nen.,nen.,nen.
764,,,,,,,,
765,,,,,,,,
766,,,,,,,,
767,,,,,,,,
768,Freude,Freude,,,,,,
769,TochterausE,TochterausE,,,,,,
770,lisium.,lisium.,Freude,Freude,,,,
771,,,TochterausE,TochterausE,,,,
772,,,lisium.,lisium.,,,,
773,,,,,,,,
774,,,,,,,,
775,,,,,,,,
776,,,,,,,,
777,,,,,,,,
778,,,Tochter,Tochter,,,,
779,,,TochterausE,TochterausE,,,,
780,Tochter,Tochter,lisium.,lisium.,,,,
781,TochterausE,TochterausE,,,,,,
782,lisium.,lisium.,,,,,,
783,,,,---Dei,,,,
784,,,DeineZauber,ineZauber,,,,
785,,DeineZauber,deineZauber,deineZauber,,,,
786,,deineZauber,binden,binden,,,,
787,,binden,wieder.,wieder,,,,
788,DeineZauber,wieder,,deineZauber,,,,
789,deineZauber,bi,deineZauber,Zauber,,,,
790,binden,nden,deineZauber,binden,,,,
791,wieder,binden,binden,wieder,,,,
792,deine,wieder,wieder,wasdieMode,,,,
793,Zauber,deineZauber,bin,strenggetheiltdei,,,,
794,binden,deineZauber,den,neZauber,,,,
795,wieder,binden,binden,deineZauber,,,,
796,wadieMode,wieder,wieder,binden,DeineZauber,DeineZauber,DeineZauber,DeineZauber
797,s,wasdieMode,----was,wieder,deineZauber,deineZauber,deineZauber,deineZauber
798,t,s,dieMode,wasdieMode,binden,binden,binden,binden
799,r,t,s,s,wiede,wiede,wiede,wiede
800,e,r,tr,tr,binden,binden,binden,binden
801,n,e,en,en,wiede,wiede,wiede,wiede
802,ggetheilt--.,ggetheilt--.,ggetheilt--.,ggetheilt--.,wasdieMode,wasdieMode,wasdieMode,wasdieMode
803,,,,,Streng,Streng,Streng,Streng
804,,,,,getheilt.,getheilt.,getheilt.,getheilt.
805,,,,,,,,
806,,,,,,,,
807,,,,,Alle,Alle,Alle,Alle
808,,,,,Menscenalle,Menscenalle,Menscenalle,Menscenalle
809,,,,,Menschenalle,Menschenalle,Menschenalle,Menschenalle
810,,,,,MenschenAlle,MenschenAlle,MenschenAlle,MenschenAlle
811,,,,,Menschenwerden,Menschenwerden,Menschenwerden,Menschenwerden
812,,,,,Bruderwoden,Bruderwoden,Bruderwoden,Bruderwoden
813,,,,,sanfter,sanfter,sanfter,sanfter
814,,,,,FlugelWe,FlugelWe,FlugelWe,FlugelWe
815,,,,,ilt-----.,ilt-----.,ilt-----.,ilt-----.
816,,,,,,,,
817,,,,,,,,
818,,,,,,,,
819,,,,,DeineZauber,DeineZauber,DeineZauber,DeineZauber
820,,,,,deineZauber,deineZauber,deineZauber,deineZauber
821,,,,,binden,binden,binden,binden
822,,,,,wieder,wieder,wieder,wieder
823,,,,,wasdieMode,wasdieMode,wasdieMode,wasdieMode
824,,,,,streng,streng,streng,streng
825,,,,,getheilt.,getheilt.,getheilt.,getheilt.
826,,,,,,,,
827,,,,,,,,
828,,,,,--Alle,--Alle,--Alle,--Alle
829,,,,,Menscenalle,Menscenalle,Menscenalle,Menscenalle
830,,,,,Menschenalle,Menschenalle,Menschenalle,Menschenalle
831,--Alle,--Alle,--Alle,--Alle,Menschen,Menschen,Menschen,Menschen
832,Menschenalle,Menschenalle,Menschenalle,Menschenalle,--Alle,--Alle,--Alle,--Alle
833,alle,alle,alle,alle,Menschen.,Menschen.,Menschen.,Menschen.
834,Menchenwerden,Menchenwerden,Menchenwerden,Menchenwerden,,,,
